ligand_id	barrier_energy	original_line
PV-006039455410	28.167	PV-006039455410 28.167
PV-006039677532	28.366	PV-006039677532 28.366
PV-006040620531	28.838	PV-006040620531 28.838
PV-006040745228	27.106	PV-006040745228 27.106
PV-006040745229	27.261	PV-006040745229 27.261
PV-006040870260	31.583	PV-006040870260 31.583
PV-006041559296	30.182	PV-006041559296 30.182
PV-006041559297	28.846	PV-006041559297 28.846
PV-006041796848	29.758	PV-006041796848 29.758
PV-006041862740	26.84	PV-006041862740 26.840
PV-006042035294	26.166	PV-006042035294 26.166
PV-006042269710	26.294	PV-006042269710 26.294
PV-006042542658	31.159	PV-006042542658 31.159
PV-006042852735	30.194	PV-006042852735 30.194
PV-006042946837	30.921	PV-006042946837 30.921
PV-006043290976	30.834	PV-006043290976 30.834
PV-006043476102	29.379	PV-006043476102 29.379
PV-006044087997	26.035	PV-006044087997 26.035
PV-006044639970	25.859	PV-006044639970 25.859
PV-006045665192	27.152	PV-006045665192 27.152
PV-006045665193	28.146	PV-006045665193 28.146
PV-006045665194	32.454	PV-006045665194 32.454
PV-006045665195	29.58	PV-006045665195 29.580
PV-006045665196	31.212	PV-006045665196 31.212
PV-006045665197	30.063	PV-006045665197 30.063
PV-006045688462	27.907	PV-006045688462 27.907
PV-006045688463	28.717	PV-006045688463 28.717
PV-006045688464	28.644	PV-006045688464 28.644
PV-006045688465	29.315	PV-006045688465 29.315
PV-006046221220	29.159	PV-006046221220 29.159
PV-006046230548	31.796	PV-006046230548 31.796
PV-006046477062	31.205	PV-006046477062 31.205
PV-006046477063	29.65	PV-006046477063 29.650
PV-006046477064	26.991	PV-006046477064 26.991
PV-006047253856	31.477	PV-006047253856 31.477
PV-006047711038	29.397	PV-006047711038 29.397
PV-006101361669	31.332	PV-006101361669 31.332
PV-006101785506	27.493	PV-006101785506 27.493
PV-006101976734	31.124	PV-006101976734 31.124
PV-006102600806	30.767	PV-006102600806 30.767
PV-006102651676	27.396	PV-006102651676 27.396
PV-006103004959	25.577	PV-006103004959 25.577
PV-006103131890	28.703	PV-006103131890 28.703
PV-006103548002	28.789	PV-006103548002 28.789
PV-006104747924	30.615	PV-006104747924 30.615
PV-006104747925	28.357	PV-006104747925 28.357
PV-006104747926	30.682	PV-006104747926 30.682
PV-006104774010	27.313	PV-006104774010 27.313
PV-006105011234	26.324	PV-006105011234 26.324
PV-006105421869	26.406	PV-006105421869 26.406
PV-006105516646	30.289	PV-006105516646 30.289
PV-006105592843	31.038	PV-006105592843 31.038
PV-006105884544	31.786	PV-006105884544 31.786
PV-006105929447	27.55	PV-006105929447 27.550
PV-006106286144	30.125	PV-006106286144 30.125
PV-006106286145	29.088	PV-006106286145 29.088
PV-006106415594	26.571	PV-006106415594 26.571
PV-006106813833	28.789	PV-006106813833 28.789
PV-006107415125	26.203	PV-006107415125 26.203
PV-006108100090	26.642	PV-006108100090 26.642
PV-006108520570	28.139	PV-006108520570 28.139
PV-006108654770	29.225	PV-006108654770 29.225
PV-006108654771	26.01	PV-006108654771 26.010
PV-006108654772	26.992	PV-006108654772 26.992
PV-006109039807	30.422	PV-006109039807 30.422
PV-006109082124	26.669	PV-006109082124 26.669
PV-006109229469	29.326	PV-006109229469 29.326
PV-006109296610	29.123	PV-006109296610 29.123
PV-006109352467	32.232	PV-006109352467 32.232
PV-006109773593	31.742	PV-006109773593 31.742
PV-006110271716	27.235	PV-006110271716 27.235
PV-006110918750	31.086	PV-006110918750 31.086
PV-006111122046	29.418	PV-006111122046 29.418
PV-006111135767	26.731	PV-006111135767 26.731
PV-006111135768	28.748	PV-006111135768 28.748
PV-006111135769	27.767	PV-006111135769 27.767
PV-006111142172	29.423	PV-006111142172 29.423
PV-006111838682	29.309	PV-006111838682 29.309
PV-006111838683	31.084	PV-006111838683 31.084
PV-006112167125	29.929	PV-006112167125 29.929
PV-006113249728	30.503	PV-006113249728 30.503
PV-006113805279	30.048	PV-006113805279 30.048
PV-006113824763	29.348	PV-006113824763 29.348
PV-006114761958	29.505	PV-006114761958 29.505
PV-006114807173	26.712	PV-006114807173 26.712
PV-006115163129	30.477	PV-006115163129 30.477
PV-006115215446	28.75	PV-006115215446 28.750
PV-006115308147	31.666	PV-006115308147 31.666
PV-006115510802	28.979	PV-006115510802 28.979
PV-006115574829	29.06	PV-006115574829 29.060
PV-006115581961	26.393	PV-006115581961 26.393
PV-006115876712	28.777	PV-006115876712 28.777
PV-006116297420	29.776	PV-006116297420 29.776
PV-006116297421	29.577	PV-006116297421 29.577
PV-006117818907	28.701	PV-006117818907 28.701
PV-006118277031	30.204	PV-006118277031 30.204
PV-006118375344	31.832	PV-006118375344 31.832
PV-006118382301	29.411	PV-006118382301 29.411
PV-006118404943	28.087	PV-006118404943 28.087
PV-006118479307	30.323	PV-006118479307 30.323
PV-006118817891	28.663	PV-006118817891 28.663
PV-006118817892	31.511	PV-006118817892 31.511
PV-006118817893	26.269	PV-006118817893 26.269
PV-006118821804	28.729	PV-006118821804 28.729
PV-006119346576	26.728	PV-006119346576 26.728
PV-006120279563	26.305	PV-006120279563 26.305
PV-006120286804	30.464	PV-006120286804 30.464
PV-006120914512	26.353	PV-006120914512 26.353
PV-006121018233	31.704	PV-006121018233 31.704
PV-006121726989	30.554	PV-006121726989 30.554
PV-006121726990	29.105	PV-006121726990 29.105
PV-006121810238	30.911	PV-006121810238 30.911
PV-006122237794	32.546	PV-006122237794 32.546
PV-006122421543	30.902	PV-006122421543 30.902
PV-006122723891	28.89	PV-006122723891 28.890
PV-006122852825	30.926	PV-006122852825 30.926
PV-006122877549	28.855	PV-006122877549 28.855
PV-006123315778	30.325	PV-006123315778 30.325
PV-006124336684	31.465	PV-006124336684 31.465
PV-006124393152	26.679	PV-006124393152 26.679
PV-006124645537	30.92	PV-006124645537 30.920
PV-006124645538	29.051	PV-006124645538 29.051
PV-006125090225	30.637	PV-006125090225 30.637
PV-006125269788	28.78	PV-006125269788 28.780
PV-006125270057	26.701	PV-006125270057 26.701
PV-006125321094	29.508	PV-006125321094 29.508
PV-006125716547	29.032	PV-006125716547 29.032
PV-006126232726	26.6	PV-006126232726 26.600
PV-006126665607	26.284	PV-006126665607 26.284
PV-006126665608	29.787	PV-006126665608 29.787
PV-006126665609	28.966	PV-006126665609 28.966
PV-006127519702	27.699	PV-006127519702 27.699
PV-006127519703	29.142	PV-006127519703 29.142
PV-006127519704	28.292	PV-006127519704 28.292
PV-006127836411	30.012	PV-006127836411 30.012
PV-006127895217	26.208	PV-006127895217 26.208
PV-006127936256	29.245	PV-006127936256 29.245
PV-006128062234	31.144	PV-006128062234 31.144
PV-006128136285	28.877	PV-006128136285 28.877
PV-006128539739	30.413	PV-006128539739 30.413
PV-006128686285	30.576	PV-006128686285 30.576
PV-006129041294	25.836	PV-006129041294 25.836
PV-006129126621	29.772	PV-006129126621 29.772
PV-006129422922	29.69	PV-006129422922 29.690
PV-006129560773	28.837	PV-006129560773 28.837
PV-006129658829	29.048	PV-006129658829 29.048
PV-006129882754	30.231	PV-006129882754 30.231
PV-006131284859	26.422	PV-006131284859 26.422
PV-006131284860	30.957	PV-006131284860 30.957
PV-006131284861	26.326	PV-006131284861 26.326
PV-006131664546	26.354	PV-006131664546 26.354
PV-006131774500	30.997	PV-006131774500 30.997
PV-006131774501	30.744	PV-006131774501 30.744
PV-006132005246	30.652	PV-006132005246 30.652
PV-006132005247	29.788	PV-006132005247 29.788
PV-006132005248	27.52	PV-006132005248 27.520
PV-006132166394	26.271	PV-006132166394 26.271
PV-006132546293	29.624	PV-006132546293 29.624
PV-006132571396	29.245	PV-006132571396 29.245
PV-006132969402	30.811	PV-006132969402 30.811
PV-006133003708	29.192	PV-006133003708 29.192
PV-006133244133	31.19	PV-006133244133 31.190
PV-006133584800	29.321	PV-006133584800 29.321
PV-006133687219	30.322	PV-006133687219 30.322
PV-006134626339	26.002	PV-006134626339 26.002
PV-006135245709	26.58	PV-006135245709 26.580
PV-006135403117	26.242	PV-006135403117 26.242
PV-006135418932	29.816	PV-006135418932 29.816
PV-006135456400	29.067	PV-006135456400 29.067
PV-006135860217	29.129	PV-006135860217 29.129
PV-006136452649	26.838	PV-006136452649 26.838
PV-006136585070	30.32	PV-006136585070 30.320
PV-006137715095	29.121	PV-006137715095 29.121
PV-006137985914	30.365	PV-006137985914 30.365
PV-006138039788	30.982	PV-006138039788 30.982
PV-006138261342	28.84	PV-006138261342 28.840
PV-006138384458	26.725	PV-006138384458 26.725
PV-006138384459	28.423	PV-006138384459 28.423
PV-006138384460	29.919	PV-006138384460 29.919
PV-006138409428	29.778	PV-006138409428 29.778
PV-006138409429	29.449	PV-006138409429 29.449
PV-006138409430	29.995	PV-006138409430 29.995
PV-006138680012	29.307	PV-006138680012 29.307
PV-006138680013	32.076	PV-006138680013 32.076
PV-006139069679	28.913	PV-006139069679 28.913
PV-006139213333	28.43	PV-006139213333 28.430
PV-006139494179	26.533	PV-006139494179 26.533
PV-006139966638	31.575	PV-006139966638 31.575
PV-006140881216	30.717	PV-006140881216 30.717
PV-006140997259	30.564	PV-006140997259 30.564
PV-006141140548	30.174	PV-006141140548 30.174
PV-006141476819	27.251	PV-006141476819 27.251
PV-006141791636	30.504	PV-006141791636 30.504
PV-006142020910	30.91	PV-006142020910 30.910
PV-006142068649	31.066	PV-006142068649 31.066
PV-006142275683	27.159	PV-006142275683 27.159
PV-006142341450	26.558	PV-006142341450 26.558
PV-006142353131	30.633	PV-006142353131 30.633
PV-006143298904	29.886	PV-006143298904 29.886
PV-006143829961	30.823	PV-006143829961 30.823
PV-006144001894	27.234	PV-006144001894 27.234
PV-006144559767	31.099	PV-006144559767 31.099
PV-006145972571	30.204	PV-006145972571 30.204
PV-006146100488	31.132	PV-006146100488 31.132
PV-006147367916	29.628	PV-006147367916 29.628
PV-006147892740	29.712	PV-006147892740 29.712
PV-006147921498	27.231	PV-006147921498 27.231
PV-006148126789	30.442	PV-006148126789 30.442
PV-006148126790	25.886	PV-006148126790 25.886
PV-006148241880	28.146	PV-006148241880 28.146
PV-006148418219	30.994	PV-006148418219 30.994
PV-006148874415	28.681	PV-006148874415 28.681
PV-006148915423	31.578	PV-006148915423 31.578
PV-006149001642	30.547	PV-006149001642 30.547
PV-006149028592	30.127	PV-006149028592 30.127
PV-006149104329	26.313	PV-006149104329 26.313
PV-006149152928	30.859	PV-006149152928 30.859
PV-006149593770	28.931	PV-006149593770 28.931
PV-006149942857	26.052	PV-006149942857 26.052
PV-006149942858	26.703	PV-006149942858 26.703
PV-006149942859	29.079	PV-006149942859 29.079
PV-006149957177	30.243	PV-006149957177 30.243
PV-006150632419	29.66	PV-006150632419 29.660
PV-006150685665	29.04	PV-006150685665 29.040
PV-006150869960	29.13	PV-006150869960 29.130
PV-006151516933	29.166	PV-006151516933 29.166
PV-006151866890	25.883	PV-006151866890 25.883
PV-006151924451	26.67	PV-006151924451 26.670
PV-006151945554	30.012	PV-006151945554 30.012
PV-006152276325	25.97	PV-006152276325 25.970
PV-006152276326	28.913	PV-006152276326 28.913
PV-006152276327	29.954	PV-006152276327 29.954
PV-006152342365	30.658	PV-006152342365 30.658
PV-006152566381	28.844	PV-006152566381 28.844
PV-006152612085	30.886	PV-006152612085 30.886
PV-006152760227	27.26	PV-006152760227 27.260
PV-006153808721	28.768	PV-006153808721 28.768
PV-006153847230	30.204	PV-006153847230 30.204
PV-006153898432	32.092	PV-006153898432 32.092
PV-006154244998	28.447	PV-006154244998 28.447
PV-006154329979	30.782	PV-006154329979 30.782
PV-006154329980	30.383	PV-006154329980 30.383
PV-006154329981	30.221	PV-006154329981 30.221
PV-006154488646	26.555	PV-006154488646 26.555
PV-006155361065	31.164	PV-006155361065 31.164
PV-006155661333	30.947	PV-006155661333 30.947
PV-006155913716	30.199	PV-006155913716 30.199
PV-006155971960	28.383	PV-006155971960 28.383
PV-006156136790	27.898	PV-006156136790 27.898
PV-006156475832	30.539	PV-006156475832 30.539
PV-006156495577	29.796	PV-006156495577 29.796
PV-006157546689	30.6	PV-006157546689 30.600
PV-006157546690	30.317	PV-006157546690 30.317
PV-006157683173	26.995	PV-006157683173 26.995
PV-006158111372	29.522	PV-006158111372 29.522
PV-006158641847	28.384	PV-006158641847 28.384
PV-006158851064	28.705	PV-006158851064 28.705
PV-006158851065	29.046	PV-006158851065 29.046
PV-006158879280	28.818	PV-006158879280 28.818
PV-006158879281	30.982	PV-006158879281 30.982
PV-006158879282	25.471	PV-006158879282 25.471
PV-006158982582	26.688	PV-006158982582 26.688
PV-006159276459	30.831	PV-006159276459 30.831
PV-006159818108	29.161	PV-006159818108 29.161
PV-006160424589	30.789	PV-006160424589 30.789
PV-006160424590	29.781	PV-006160424590 29.781
PV-006160463931	27.888	PV-006160463931 27.888
PV-006160463932	28.561	PV-006160463932 28.561
PV-006160607747	28.958	PV-006160607747 28.958
PV-006160607748	30.543	PV-006160607748 30.543
PV-006160607749	30.86	PV-006160607749 30.860
PV-006160749974	29.901	PV-006160749974 29.901
PV-006160938467	28.605	PV-006160938467 28.605
PV-006161089548	28.893	PV-006161089548 28.893
PV-006161095726	29.447	PV-006161095726 29.447
PV-006162090822	29.137	PV-006162090822 29.137
PV-006162280026	31.292	PV-006162280026 31.292
PV-006162987281	25.913	PV-006162987281 25.913
PV-006163063583	31.058	PV-006163063583 31.058
PV-006163209264	29.942	PV-006163209264 29.942
PV-006163354071	29.452	PV-006163354071 29.452
PV-006163354072	31.446	PV-006163354072 31.446
PV-006163359375	29.696	PV-006163359375 29.696
PV-006163835485	25.671	PV-006163835485 25.671
PV-006163835486	30.383	PV-006163835486 30.383
PV-006163877142	30.01	PV-006163877142 30.010
PV-006164540989	25.484	PV-006164540989 25.484
PV-006164540990	29.667	PV-006164540990 29.667
PV-006164540991	30.645	PV-006164540991 30.645
PV-006164665057	31.147	PV-006164665057 31.147
PV-006164697860	25.595	PV-006164697860 25.595
PV-006164794517	29.374	PV-006164794517 29.374
PV-006164929673	29.269	PV-006164929673 29.269
PV-006165333300	30.837	PV-006165333300 30.837
PV-006165418428	26.07	PV-006165418428 26.070
PV-006165418429	29.603	PV-006165418429 29.603
PV-006165451222	29.685	PV-006165451222 29.685
PV-006165485834	32.007	PV-006165485834 32.007
PV-006165506788	31.747	PV-006165506788 31.747
PV-006165506789	30.28	PV-006165506789 30.280
PV-006166078503	31.008	PV-006166078503 31.008
PV-006166485611	26.43	PV-006166485611 26.430
PV-006166987224	25.881	PV-006166987224 25.881
PV-006167054842	30.987	PV-006167054842 30.987
PV-006167353992	30.751	PV-006167353992 30.751
PV-006167435486	29.856	PV-006167435486 29.856
PV-006168066233	28.381	PV-006168066233 28.381
PV-006168098088	30.709	PV-006168098088 30.709
PV-006168211117	31.342	PV-006168211117 31.342
PV-006168241480	31.081	PV-006168241480 31.081
PV-006168846600	30.435	PV-006168846600 30.435
PV-006168877143	27.593	PV-006168877143 27.593
PV-006168894460	25.634	PV-006168894460 25.634
PV-006169350255	27.036	PV-006169350255 27.036
PV-006169732221	29.791	PV-006169732221 29.791
PV-006169973610	29.839	PV-006169973610 29.839
PV-006170010364	27.56	PV-006170010364 27.560
PV-006170169495	29.991	PV-006170169495 29.991
PV-006170365299	27.785	PV-006170365299 27.785
PV-006170607713	29.629	PV-006170607713 29.629
PV-006170749432	26.825	PV-006170749432 26.825
PV-006170819839	29.821	PV-006170819839 29.821
PV-006171678333	31.916	PV-006171678333 31.916
PV-006171700228	29.613	PV-006171700228 29.613
PV-006171776100	31.396	PV-006171776100 31.396
PV-006172242951	28.174	PV-006172242951 28.174
PV-006172482708	29.906	PV-006172482708 29.906
PV-006173133050	27.514	PV-006173133050 27.514
PV-006173506619	28.4	PV-006173506619 28.400
PV-006173506620	26.57	PV-006173506620 26.570
PV-006173506621	30.556	PV-006173506621 30.556
PV-006173888737	30.523	PV-006173888737 30.523
PV-006173894816	32.419	PV-006173894816 32.419
PV-006173928007	28.976	PV-006173928007 28.976
PV-006174030145	31.504	PV-006174030145 31.504
PV-006174215402	31.516	PV-006174215402 31.516
PV-006174491244	29.257	PV-006174491244 29.257
PV-006174491245	29.006	PV-006174491245 29.006
PV-006174491246	30.826	PV-006174491246 30.826
PV-006174518647	26.296	PV-006174518647 26.296
PV-006175336628	28.949	PV-006175336628 28.949
PV-006175347499	30.287	PV-006175347499 30.287
PV-006175533063	25.85	PV-006175533063 25.850
PV-006175981489	28.936	PV-006175981489 28.936
PV-006176190951	28.721	PV-006176190951 28.721
PV-006176569177	26.779	PV-006176569177 26.779
PV-006176569178	30.965	PV-006176569178 30.965
PV-006176569179	28.967	PV-006176569179 28.967
PV-006176951047	28.84	PV-006176951047 28.840
PV-006176951048	29.159	PV-006176951048 29.159
PV-006176951049	31.17	PV-006176951049 31.170
PV-006177178441	30.206	PV-006177178441 30.206
PV-006177741225	31.211	PV-006177741225 31.211
PV-006177741226	30.221	PV-006177741226 30.221
PV-006177848930	31.698	PV-006177848930 31.698
PV-006178135726	29.327	PV-006178135726 29.327
PV-006178374852	29.025	PV-006178374852 29.025
PV-006178381162	26.378	PV-006178381162 26.378
PV-006178942091	30.554	PV-006178942091 30.554
PV-006179004296	32.402	PV-006179004296 32.402
PV-006179216033	29.671	PV-006179216033 29.671
PV-006179216034	29.12	PV-006179216034 29.120
PV-006179240517	27.365	PV-006179240517 27.365
PV-006179348674	29.378	PV-006179348674 29.378
PV-006179587435	30.167	PV-006179587435 30.167
PV-006179607628	30.638	PV-006179607628 30.638
PV-006179607629	29.746	PV-006179607629 29.746
PV-006179607630	27.51	PV-006179607630 27.510
PV-006179955344	29.834	PV-006179955344 29.834
PV-006180003615	29.181	PV-006180003615 29.181
PV-006180146028	28.009	PV-006180146028 28.009
PV-006180146029	31.293	PV-006180146029 31.293
PV-006180193679	26.25	PV-006180193679 26.250
PV-006180208055	29.638	PV-006180208055 29.638
PV-006180529998	29.766	PV-006180529998 29.766
PV-006180588152	29.46	PV-006180588152 29.460
PV-006180755484	26.37	PV-006180755484 26.370
PV-006180773109	29.306	PV-006180773109 29.306
PV-006180773110	26.849	PV-006180773110 26.849
PV-006180773111	28.899	PV-006180773111 28.899
PV-006181206401	31.317	PV-006181206401 31.317
PV-006181545072	25.98	PV-006181545072 25.980
PV-006182032475	30.625	PV-006182032475 30.625
PV-006182238839	30.582	PV-006182238839 30.582
PV-006182876754	31.673	PV-006182876754 31.673
PV-006183020082	31.027	PV-006183020082 31.027
PV-006183459742	28.908	PV-006183459742 28.908
PV-006183516331	32.193	PV-006183516331 32.193
PV-006183844777	30.901	PV-006183844777 30.901
PV-006183847531	26.279	PV-006183847531 26.279
PV-006183905905	28.792	PV-006183905905 28.792
PV-006184588526	30.409	PV-006184588526 30.409
PV-006185435938	27.371	PV-006185435938 27.371
PV-006185530094	29.474	PV-006185530094 29.474
PV-006185537028	30.51	PV-006185537028 30.510
PV-006185690780	29.166	PV-006185690780 29.166
PV-006185732424	30.647	PV-006185732424 30.647
PV-006186113179	27.32	PV-006186113179 27.320
PV-006186200551	30.113	PV-006186200551 30.113
PV-006186200552	27.291	PV-006186200552 27.291
PV-006186200553	26.08	PV-006186200553 26.080
PV-006186294881	26.548	PV-006186294881 26.548
PV-006186323856	29.358	PV-006186323856 29.358
PV-006187184952	27.277	PV-006187184952 27.277
PV-006187358782	26.153	PV-006187358782 26.153
PV-006187424267	25.695	PV-006187424267 25.695
PV-006187844627	28.505	PV-006187844627 28.505
PV-006187925397	30.605	PV-006187925397 30.605
PV-006188167236	29.509	PV-006188167236 29.509
PV-006188167237	31.702	PV-006188167237 31.702
PV-006188578565	29.911	PV-006188578565 29.911
PV-006188877882	29.147	PV-006188877882 29.147
PV-006190147242	31.297	PV-006190147242 31.297
PV-006190373300	31.489	PV-006190373300 31.489
PV-006190877861	31.701	PV-006190877861 31.701
PV-006191177385	26.502	PV-006191177385 26.502
PV-006191177386	26.95	PV-006191177386 26.950
PV-006191177387	30.452	PV-006191177387 30.452
PV-006191811114	30.354	PV-006191811114 30.354
PV-006191877195	26.458	PV-006191877195 26.458
PV-006192050429	26.77	PV-006192050429 26.770
PV-006192901224	25.605	PV-006192901224 25.605
PV-006193039068	29.538	PV-006193039068 29.538
PV-006193130629	27.949	PV-006193130629 27.949
PV-006193445550	27.781	PV-006193445550 27.781
PV-006193764472	29.566	PV-006193764472 29.566
PV-006193894912	25.29	PV-006193894912 25.290
PV-006194091719	26.453	PV-006194091719 26.453
PV-006194405260	30.686	PV-006194405260 30.686
PV-006194409533	29.311	PV-006194409533 29.311
PV-006194428542	28.456	PV-006194428542 28.456
PV-006194456228	27.466	PV-006194456228 27.466
PV-006194456229	26.383	PV-006194456229 26.383
PV-006194494898	27.265	PV-006194494898 27.265
PV-006194559504	30.123	PV-006194559504 30.123
PV-006194719282	29.186	PV-006194719282 29.186
PV-006194719283	26.8	PV-006194719283 26.800
PV-006194719284	30.946	PV-006194719284 30.946
PV-006195032117	29.734	PV-006195032117 29.734
PV-006195295565	30.059	PV-006195295565 30.059
PV-006195485852	26.898	PV-006195485852 26.898
PV-006195508387	32.398	PV-006195508387 32.398
PV-006195758189	30.116	PV-006195758189 30.116
PV-006195792189	25.67	PV-006195792189 25.670
PV-006195792190	31.168	PV-006195792190 31.168
PV-006195792191	29.045	PV-006195792191 29.045
PV-006195792192	28.067	PV-006195792192 28.067
PV-006195792193	31.73	PV-006195792193 31.730
PV-006195792194	26.88	PV-006195792194 26.880
PV-006196869159	27.372	PV-006196869159 27.372
PV-006197168384	29.51	PV-006197168384 29.510
PV-006197309443	27.543	PV-006197309443 27.543
PV-006197484556	28.293	PV-006197484556 28.293
PV-006197530124	30.124	PV-006197530124 30.124
PV-006197558465	29.211	PV-006197558465 29.211
PV-006197738739	29.92	PV-006197738739 29.920
PV-006198357229	30.571	PV-006198357229 30.571
PV-006198978662	26.964	PV-006198978662 26.964
PV-006199036498	31.185	PV-006199036498 31.185
PV-006199108561	26.273	PV-006199108561 26.273
PV-006200120453	28.786	PV-006200120453 28.786
PV-006200192055	29.032	PV-006200192055 29.032
PV-006200312359	30.856	PV-006200312359 30.856
PV-006200312360	26.444	PV-006200312360 26.444
PV-006200312361	30.962	PV-006200312361 30.962
PV-006200619886	26.565	PV-006200619886 26.565
PV-006200620606	31.467	PV-006200620606 31.467
PV-006200709281	31.069	PV-006200709281 31.069
PV-006201116440	28.866	PV-006201116440 28.866
PV-006201255866	27.095	PV-006201255866 27.095
PV-006201500314	25.714	PV-006201500314 25.714
PV-006201744291	31.215	PV-006201744291 31.215
PV-006201751281	27.403	PV-006201751281 27.403
PV-006202004251	31.303	PV-006202004251 31.303
PV-006202073965	29.858	PV-006202073965 29.858
PV-006202287198	30.604	PV-006202287198 30.604
PV-006202595003	28.884	PV-006202595003 28.884
PV-006202595004	29.321	PV-006202595004 29.321
PV-006203143540	30.255	PV-006203143540 30.255
PV-006203174470	31.02	PV-006203174470 31.020
PV-006203174471	28.59	PV-006203174471 28.590
PV-006203267372	28.884	PV-006203267372 28.884
PV-006203588439	31.201	PV-006203588439 31.201
PV-006204154257	27.021	PV-006204154257 27.021
PV-006204579709	30.117	PV-006204579709 30.117
PV-006205140091	31.128	PV-006205140091 31.128
PV-006205140092	31.521	PV-006205140092 31.521
PV-006205549922	26.619	PV-006205549922 26.619
PV-006205654861	27.338	PV-006205654861 27.338
PV-006206263891	26.935	PV-006206263891 26.935
PV-006206370775	31.011	PV-006206370775 31.011
PV-006206370776	28.612	PV-006206370776 28.612
PV-006206439316	30.808	PV-006206439316 30.808
PV-006206764141	27.938	PV-006206764141 27.938
PV-006207252881	28.668	PV-006207252881 28.668
PV-006207331658	31.525	PV-006207331658 31.525
PV-006208179542	30.609	PV-006208179542 30.609
PV-006208205388	33.282	PV-006208205388 33.282
PV-006208205389	29.341	PV-006208205389 29.341
PV-006208536426	29.279	PV-006208536426 29.279
PV-006208848654	27.894	PV-006208848654 27.894
PV-006210020732	26.518	PV-006210020732 26.518
PV-006210339876	30.502	PV-006210339876 30.502
PV-006210663870	27.903	PV-006210663870 27.903
PV-006210663871	28.727	PV-006210663871 28.727
PV-006210884235	31.102	PV-006210884235 31.102
PV-006211431519	30.317	PV-006211431519 30.317
PV-006211446788	29.13	PV-006211446788 29.130
PV-006211470485	29.806	PV-006211470485 29.806
PV-006211504756	27.098	PV-006211504756 27.098
PV-006211504757	28.399	PV-006211504757 28.399
PV-006211504758	30.947	PV-006211504758 30.947
PV-006211549824	29.253	PV-006211549824 29.253
PV-006211618322	29.384	PV-006211618322 29.384
PV-006211932186	25.628	PV-006211932186 25.628
PV-006211958303	31.187	PV-006211958303 31.187
PV-006212012232	26.364	PV-006212012232 26.364
PV-006212261602	27.465	PV-006212261602 27.465
PV-006212261603	30.515	PV-006212261603 30.515
PV-006212261604	27.883	PV-006212261604 27.883
PV-006212548182	25.673	PV-006212548182 25.673
PV-006212548183	31.814	PV-006212548183 31.814
PV-006212548184	27.471	PV-006212548184 27.471
PV-006212651665	30.167	PV-006212651665 30.167
PV-006212859459	31.129	PV-006212859459 31.129
PV-006213261674	26.886	PV-006213261674 26.886
PV-006213261675	28.942	PV-006213261675 28.942
PV-006213261676	29.441	PV-006213261676 29.441
PV-006213324053	31.089	PV-006213324053 31.089
PV-006213443748	28.703	PV-006213443748 28.703
PV-006213498426	26.903	PV-006213498426 26.903
PV-006213948353	29.27	PV-006213948353 29.270
PV-006214066856	29.981	PV-006214066856 29.981
PV-006214529110	29.054	PV-006214529110 29.054
PV-006215067911	31.571	PV-006215067911 31.571
PV-006215621943	30.176	PV-006215621943 30.176
PV-006215621944	29.262	PV-006215621944 29.262
PV-006215892334	31.306	PV-006215892334 31.306
PV-006216572489	28.718	PV-006216572489 28.718
PV-006217512872	29.766	PV-006217512872 29.766
PV-006218278687	32.064	PV-006218278687 32.064
PV-006218879564	26.671	PV-006218879564 26.671
PV-006219321104	27.265	PV-006219321104 27.265
PV-006219321105	25.829	PV-006219321105 25.829
PV-006219321106	30.293	PV-006219321106 30.293
PV-006219358151	30.403	PV-006219358151 30.403
PV-006219505123	28.616	PV-006219505123 28.616
PV-006220026636	31.545	PV-006220026636 31.545
PV-006220026637	28.218	PV-006220026637 28.218
PV-006220087190	29.181	PV-006220087190 29.181
PV-006220087191	31.526	PV-006220087191 31.526
PV-006220087192	31.423	PV-006220087192 31.423
PV-006220274722	28.607	PV-006220274722 28.607
PV-006220274724	29.612	PV-006220274724 29.612
PV-006221975912	29.022	PV-006221975912 29.022
PV-006221975913	26.447	PV-006221975913 26.447
PV-006222263065	25.942	PV-006222263065 25.942
PV-006222459112	29.417	PV-006222459112 29.417
PV-006222459113	29.174	PV-006222459113 29.174
PV-006222459114	26.394	PV-006222459114 26.394
PV-006223364299	32.113	PV-006223364299 32.113
PV-006223397021	27.151	PV-006223397021 27.151
PV-006223793316	33.05	PV-006223793316 33.050
PV-006223975641	30.012	PV-006223975641 30.012
PV-006224070629	28.759	PV-006224070629 28.759
PV-006224358993	29.237	PV-006224358993 29.237
PV-006224388294	31.419	PV-006224388294 31.419
PV-006224586350	28.586	PV-006224586350 28.586
PV-006224704568	27.42	PV-006224704568 27.420
PV-006225297685	28.935	PV-006225297685 28.935
PV-006225455490	29.484	PV-006225455490 29.484
PV-006225679929	29.596	PV-006225679929 29.596
PV-006225812034	25.79	PV-006225812034 25.790
PV-006225991857	30.25	PV-006225991857 30.250
PV-006226096808	27.776	PV-006226096808 27.776
PV-006226096809	29.407	PV-006226096809 29.407
PV-006226096810	30.501	PV-006226096810 30.501
PV-006226109344	27.987	PV-006226109344 27.987
PV-006226275334	30.799	PV-006226275334 30.799
PV-006226360613	26.327	PV-006226360613 26.327
PV-006227021220	31.297	PV-006227021220 31.297
PV-006227136113	29.373	PV-006227136113 29.373
