ligand_id	barrier_energy	original_line
PV-005336279830	27.741	PV-005336279830 27.741
PV-005336302678	30.05	PV-005336302678 30.050
PV-005336320578	30.876	PV-005336320578 30.876
PV-005336320579	31.244	PV-005336320579 31.244
PV-005336320580	26.821	PV-005336320580 26.821
PV-005336321255	28.837	PV-005336321255 28.837
PV-005336321491	29.203	PV-005336321491 29.203
PV-005336326056	29.361	PV-005336326056 29.361
PV-005336332708	28.821	PV-005336332708 28.821
PV-005336337083	28.185	PV-005336337083 28.185
PV-005336340007	29.788	PV-005336340007 29.788
PV-005336363454	31.919	PV-005336363454 31.919
PV-005336403944	26.346	PV-005336403944 26.346
PV-005336415225	25.697	PV-005336415225 25.697
PV-005336446480	29.195	PV-005336446480 29.195
PV-005336450992	27.526	PV-005336450992 27.526
PV-005336479591	29.43	PV-005336479591 29.430
PV-005336484844	30.265	PV-005336484844 30.265
PV-005336502361	30.775	PV-005336502361 30.775
PV-005336502362	28.94	PV-005336502362 28.940
PV-005336502363	29.066	PV-005336502363 29.066
PV-005336505180	28.044	PV-005336505180 28.044
PV-005336505712	29.911	PV-005336505712 29.911
PV-005336515584	29.485	PV-005336515584 29.485
PV-005336515585	26.675	PV-005336515585 26.675
PV-005336515586	30.526	PV-005336515586 30.526
PV-005336524879	27.258	PV-005336524879 27.258
PV-005336524880	30.516	PV-005336524880 30.516
PV-005336524881	30.423	PV-005336524881 30.423
PV-005336535546	28.079	PV-005336535546 28.079
PV-005336535547	30.671	PV-005336535547 30.671
PV-005336554844	30.684	PV-005336554844 30.684
PV-005336557465	30.517	PV-005336557465 30.517
PV-005336559532	27.133	PV-005336559532 27.133
PV-005336560626	28.59	PV-005336560626 28.590
PV-005336638470	30.059	PV-005336638470 30.059
PV-005336641557	30.397	PV-005336641557 30.397
PV-005336658157	30.247	PV-005336658157 30.247
PV-005336661135	31.607	PV-005336661135 31.607
PV-005336661136	28.967	PV-005336661136 28.967
PV-005336661137	28.841	PV-005336661137 28.841
PV-005336690222	30.11	PV-005336690222 30.110
PV-005336696564	29.779	PV-005336696564 29.779
PV-005336696565	29.529	PV-005336696565 29.529
PV-005336696566	27.913	PV-005336696566 27.913
PV-005336723866	29.604	PV-005336723866 29.604
PV-005336742642	25.599	PV-005336742642 25.599
PV-005336743230	26.797	PV-005336743230 26.797
PV-005336753340	30.25	PV-005336753340 30.250
PV-005336845028	31.415	PV-005336845028 31.415
PV-005336845029	27.161	PV-005336845029 27.161
PV-005336866222	25.549	PV-005336866222 25.549
PV-005336870782	27.486	PV-005336870782 27.486
PV-005336875885	30.924	PV-005336875885 30.924
PV-005336909084	27.826	PV-005336909084 27.826
PV-005336918221	27.433	PV-005336918221 27.433
PV-005336919129	30.489	PV-005336919129 30.489
PV-005336919130	28.944	PV-005336919130 28.944
PV-005336919131	27.869	PV-005336919131 27.869
PV-005336934921	30.038	PV-005336934921 30.038
PV-005336954414	28.869	PV-005336954414 28.869
PV-005336964279	30.243	PV-005336964279 30.243
PV-005336964280	26.392	PV-005336964280 26.392
PV-005336964281	29.97	PV-005336964281 29.970
PV-005336980365	29.095	PV-005336980365 29.095
PV-005336987053	28.118	PV-005336987053 28.118
PV-005337032731	29.257	PV-005337032731 29.257
PV-005337043117	27.427	PV-005337043117 27.427
PV-005337054306	29.986	PV-005337054306 29.986
PV-005337054307	27.447	PV-005337054307 27.447
PV-005337054308	29.794	PV-005337054308 29.794
PV-005337054591	29.562	PV-005337054591 29.562
PV-005337056879	27.534	PV-005337056879 27.534
PV-005337068044	25.126	PV-005337068044 25.126
PV-005337114444	29.203	PV-005337114444 29.203
PV-005337120279	27.374	PV-005337120279 27.374
PV-005337121639	30.689	PV-005337121639 30.689
PV-005337129851	28.502	PV-005337129851 28.502
PV-005337137846	29.251	PV-005337137846 29.251
PV-005337167480	29.933	PV-005337167480 29.933
PV-005337167481	29.888	PV-005337167481 29.888
PV-005337172597	29.326	PV-005337172597 29.326
PV-005337181557	30.589	PV-005337181557 30.589
PV-005337183912	26.265	PV-005337183912 26.265
PV-005337183913	28.949	PV-005337183913 28.949
PV-005337183914	29.529	PV-005337183914 29.529
PV-005337194191	30.108	PV-005337194191 30.108
PV-005337194192	30.041	PV-005337194192 30.041
PV-005337194193	27.551	PV-005337194193 27.551
PV-005337207407	29.741	PV-005337207407 29.741
PV-005337223117	31.803	PV-005337223117 31.803
PV-005337225348	30.597	PV-005337225348 30.597
PV-005337242053	29.121	PV-005337242053 29.121
PV-005337242054	26.735	PV-005337242054 26.735
PV-005337248994	30.62	PV-005337248994 30.620
PV-005337269045	25.741	PV-005337269045 25.741
PV-005337303698	29.951	PV-005337303698 29.951
PV-005337303716	30.639	PV-005337303716 30.639
PV-005337310778	30.467	PV-005337310778 30.467
PV-005337366046	30.733	PV-005337366046 30.733
PV-005337374104	29.901	PV-005337374104 29.901
PV-005337382908	26.217	PV-005337382908 26.217
PV-005337383429	26.501	PV-005337383429 26.501
PV-005337415100	29.167	PV-005337415100 29.167
PV-005337415380	25.946	PV-005337415380 25.946
PV-005337419315	29.384	PV-005337419315 29.384
PV-005337420446	30.907	PV-005337420446 30.907
PV-005337420447	27.193	PV-005337420447 27.193
PV-005337420448	25.786	PV-005337420448 25.786
PV-005337446924	30.879	PV-005337446924 30.879
PV-005337446925	30.832	PV-005337446925 30.832
PV-005337446926	26.569	PV-005337446926 26.569
PV-005337448385	31.678	PV-005337448385 31.678
PV-005337448386	31.009	PV-005337448386 31.009
PV-005337448387	29.316	PV-005337448387 29.316
PV-005337449524	28.08	PV-005337449524 28.080
PV-005337456778	28.96	PV-005337456778 28.960
PV-005337458192	30.443	PV-005337458192 30.443
PV-005337463293	27.121	PV-005337463293 27.121
PV-005337463294	30.776	PV-005337463294 30.776
PV-005337463295	29.693	PV-005337463295 29.693
PV-005337469772	29.626	PV-005337469772 29.626
PV-005337469773	31.424	PV-005337469773 31.424
PV-005337498095	26.837	PV-005337498095 26.837
PV-005337498096	30.439	PV-005337498096 30.439
PV-005337498097	26.529	PV-005337498097 26.529
PV-005337500326	29.606	PV-005337500326 29.606
PV-005337525342	29.884	PV-005337525342 29.884
PV-005337527082	30.185	PV-005337527082 30.185
PV-005337552663	30.385	PV-005337552663 30.385
PV-005337564799	29.903	PV-005337564799 29.903
PV-005337581183	29.388	PV-005337581183 29.388
PV-005337585535	29.922	PV-005337585535 29.922
PV-005337598196	33.152	PV-005337598196 33.152
PV-005337598197	30.269	PV-005337598197 30.269
PV-005337603897	30.158	PV-005337603897 30.158
PV-005337611584	30.515	PV-005337611584 30.515
PV-005337611585	28.398	PV-005337611585 28.398
PV-005337630277	27.395	PV-005337630277 27.395
PV-005337650626	25.498	PV-005337650626 25.498
PV-005337737341	30.6	PV-005337737341 30.600
PV-005337782998	29.204	PV-005337782998 29.204
PV-005337812573	31.481	PV-005337812573 31.481
PV-005337854736	30.441	PV-005337854736 30.441
PV-005337855290	31.219	PV-005337855290 31.219
PV-005337862248	26.327	PV-005337862248 26.327
PV-005337878402	29.692	PV-005337878402 29.692
PV-005337880247	29.264	PV-005337880247 29.264
PV-005337929812	30.474	PV-005337929812 30.474
PV-005337987979	28.087	PV-005337987979 28.087
PV-005337997450	29.857	PV-005337997450 29.857
PV-005338013325	32.328	PV-005338013325 32.328
PV-005338023351	26.623	PV-005338023351 26.623
PV-005338023352	30.382	PV-005338023352 30.382
PV-005338023353	30.733	PV-005338023353 30.733
PV-005338035294	30.479	PV-005338035294 30.479
PV-005338035295	29.133	PV-005338035295 29.133
PV-005338035296	30.054	PV-005338035296 30.054
PV-005338038441	29.362	PV-005338038441 29.362
PV-005338048510	28.822	PV-005338048510 28.822
PV-005338082231	29.803	PV-005338082231 29.803
PV-005338109396	29.639	PV-005338109396 29.639
PV-005338110833	25.617	PV-005338110833 25.617
PV-005338129448	29.506	PV-005338129448 29.506
PV-005338130557	29.621	PV-005338130557 29.621
PV-005338130558	31.07	PV-005338130558 31.070
PV-005338130559	31.465	PV-005338130559 31.465
PV-005338168460	31.142	PV-005338168460 31.142
PV-005338173134	29.965	PV-005338173134 29.965
PV-005338201409	28.492	PV-005338201409 28.492
PV-005338219203	27.744	PV-005338219203 27.744
PV-005338220114	29.548	PV-005338220114 29.548
PV-005338263241	30.639	PV-005338263241 30.639
PV-005338263242	30.38	PV-005338263242 30.380
PV-005338263243	29.056	PV-005338263243 29.056
PV-005338268361	28.766	PV-005338268361 28.766
PV-005338293291	29.97	PV-005338293291 29.970
PV-005338298337	30.747	PV-005338298337 30.747
PV-005338326978	25.179	PV-005338326978 25.179
PV-005338326979	26.554	PV-005338326979 26.554
PV-005338326980	30.214	PV-005338326980 30.214
PV-005338326981	28.947	PV-005338326981 28.947
PV-005338326982	28.478	PV-005338326982 28.478
PV-005338326983	29.248	PV-005338326983 29.248
PV-005338372380	25.894	PV-005338372380 25.894
PV-005338385785	30.528	PV-005338385785 30.528
PV-005338390461	32.002	PV-005338390461 32.002
PV-005338393740	30.397	PV-005338393740 30.397
PV-005338408180	28.887	PV-005338408180 28.887
PV-005338412649	26.435	PV-005338412649 26.435
PV-005338415899	29.348	PV-005338415899 29.348
PV-005338415900	27.434	PV-005338415900 27.434
PV-005338417635	31.676	PV-005338417635 31.676
PV-005338423964	29.951	PV-005338423964 29.951
PV-005338434975	28.66	PV-005338434975 28.660
PV-005338438403	30.338	PV-005338438403 30.338
PV-005338444848	27.562	PV-005338444848 27.562
PV-005338445741	28.614	PV-005338445741 28.614
PV-005338474074	31.028	PV-005338474074 31.028
PV-005338511435	29.283	PV-005338511435 29.283
PV-005338532205	29.236	PV-005338532205 29.236
PV-005338557337	31.016	PV-005338557337 31.016
PV-005338557338	25.915	PV-005338557338 25.915
PV-005338557339	30.29	PV-005338557339 30.290
PV-005338595334	30.138	PV-005338595334 30.138
PV-005338603301	30.249	PV-005338603301 30.249
PV-005338607316	30.846	PV-005338607316 30.846
PV-005338607317	30.473	PV-005338607317 30.473
PV-005338607318	29.509	PV-005338607318 29.509
PV-005338612677	29.889	PV-005338612677 29.889
PV-005338612678	26.434	PV-005338612678 26.434
PV-005338612679	31.181	PV-005338612679 31.181
PV-005338640682	31.454	PV-005338640682 31.454
PV-005338648016	29.49	PV-005338648016 29.490
PV-005338663809	28.341	PV-005338663809 28.341
PV-005338667098	30.249	PV-005338667098 30.249
PV-005338667099	30.677	PV-005338667099 30.677
PV-005338667100	27.318	PV-005338667100 27.318
PV-005338672515	29.911	PV-005338672515 29.911
PV-005338672516	30.046	PV-005338672516 30.046
PV-005338675448	29.352	PV-005338675448 29.352
PV-005338704888	28.858	PV-005338704888 28.858
PV-005338735406	25.934	PV-005338735406 25.934
PV-005338751360	29.758	PV-005338751360 29.758
PV-005338751361	25.785	PV-005338751361 25.785
PV-005338759758	31.057	PV-005338759758 31.057
PV-005338762619	30.44	PV-005338762619 30.440
PV-005338779035	26.274	PV-005338779035 26.274
PV-005338795560	30.523	PV-005338795560 30.523
PV-005338795561	29.62	PV-005338795561 29.620
PV-005338795562	26.042	PV-005338795562 26.042
PV-005338827022	26.192	PV-005338827022 26.192
PV-005338832792	27.135	PV-005338832792 27.135
PV-005338849679	29.922	PV-005338849679 29.922
PV-005338850158	29.527	PV-005338850158 29.527
PV-005338860595	29.419	PV-005338860595 29.419
PV-005338874733	24.932	PV-005338874733 24.932
PV-005338874734	30.02	PV-005338874734 30.020
PV-005338874735	29.774	PV-005338874735 29.774
PV-005338874736	25.667	PV-005338874736 25.667
PV-005338874737	26.721	PV-005338874737 26.721
PV-005338874738	31.317	PV-005338874738 31.317
PV-005338874739	30.498	PV-005338874739 30.498
PV-005338874740	31.137	PV-005338874740 31.137
PV-005338874741	30.434	PV-005338874741 30.434
PV-005338878804	31.05	PV-005338878804 31.050
PV-005338894013	27.177	PV-005338894013 27.177
PV-005338897909	29.368	PV-005338897909 29.368
PV-005338912868	30.729	PV-005338912868 30.729
PV-005338915373	26.139	PV-005338915373 26.139
PV-005338921254	31.111	PV-005338921254 31.111
PV-005338926669	29.721	PV-005338926669 29.721
PV-005338929537	29.192	PV-005338929537 29.192
PV-005338936715	28.707	PV-005338936715 28.707
PV-005338943869	27.187	PV-005338943869 27.187
PV-005338960067	31.388	PV-005338960067 31.388
PV-005338971038	31.781	PV-005338971038 31.781
PV-005338999651	25.036	PV-005338999651 25.036
PV-005339001615	31.222	PV-005339001615 31.222
PV-005339001616	29.178	PV-005339001616 29.178
PV-005339006930	29.919	PV-005339006930 29.919
PV-005339006931	30.748	PV-005339006931 30.748
PV-005339006932	27.431	PV-005339006932 27.431
PV-005339013157	29.145	PV-005339013157 29.145
PV-005339013158	26.285	PV-005339013158 26.285
PV-005339013159	27.2	PV-005339013159 27.200
PV-005339020698	29.158	PV-005339020698 29.158
PV-005339020699	25.591	PV-005339020699 25.591
PV-005339058084	29.886	PV-005339058084 29.886
PV-005339063651	28.894	PV-005339063651 28.894
PV-005339078709	30.754	PV-005339078709 30.754
PV-005339088787	30.552	PV-005339088787 30.552
PV-005339099568	27.099	PV-005339099568 27.099
PV-005339104973	29.568	PV-005339104973 29.568
PV-005339107945	31.193	PV-005339107945 31.193
PV-005339107946	25.439	PV-005339107946 25.439
PV-005339107947	30.658	PV-005339107947 30.658
PV-005339117805	30.846	PV-005339117805 30.846
PV-005339133041	30.677	PV-005339133041 30.677
PV-005339133042	26.275	PV-005339133042 26.275
PV-005339133043	31.538	PV-005339133043 31.538
PV-005339145063	29.29	PV-005339145063 29.290
PV-005339145064	28.805	PV-005339145064 28.805
PV-005339145065	29.949	PV-005339145065 29.949
PV-005339149293	27.098	PV-005339149293 27.098
PV-005339156838	29.798	PV-005339156838 29.798
PV-005339156839	26.963	PV-005339156839 26.963
PV-005339156840	28.378	PV-005339156840 28.378
PV-005339161103	30.989	PV-005339161103 30.989
PV-005339161104	26.593	PV-005339161104 26.593
PV-005339161105	26.309	PV-005339161105 26.309
PV-005339203840	26.907	PV-005339203840 26.907
PV-005339203841	26.058	PV-005339203841 26.058
PV-005339203842	28.682	PV-005339203842 28.682
PV-005339222928	28.172	PV-005339222928 28.172
PV-005339249634	26.337	PV-005339249634 26.337
PV-005339249635	29.351	PV-005339249635 29.351
PV-005339249636	30.317	PV-005339249636 30.317
PV-005339253355	27.785	PV-005339253355 27.785
PV-005339271646	30.147	PV-005339271646 30.147
PV-005339278178	29.585	PV-005339278178 29.585
PV-005339300712	29.302	PV-005339300712 29.302
PV-005339377427	32.43	PV-005339377427 32.430
PV-005339377428	31.123	PV-005339377428 31.123
PV-005339385496	29.112	PV-005339385496 29.112
PV-005339396174	30.545	PV-005339396174 30.545
PV-005339396175	31.383	PV-005339396175 31.383
PV-005339396176	29.74	PV-005339396176 29.740
PV-005339399602	27.846	PV-005339399602 27.846
PV-005339417379	27.094	PV-005339417379 27.094
PV-005339417380	29.845	PV-005339417380 29.845
PV-005339419063	29.947	PV-005339419063 29.947
PV-005339419064	29.946	PV-005339419064 29.946
PV-005339455649	28.223	PV-005339455649 28.223
PV-005339455650	30.813	PV-005339455650 30.813
PV-005339455651	28.167	PV-005339455651 28.167
PV-005339471228	29.356	PV-005339471228 29.356
PV-005339488795	26.0	PV-005339488795 26.000
PV-005339531877	30.478	PV-005339531877 30.478
PV-005339538383	29.529	PV-005339538383 29.529
PV-005339542156	30.141	PV-005339542156 30.141
PV-005339542157	27.111	PV-005339542157 27.111
PV-005339542158	26.553	PV-005339542158 26.553
PV-005339551815	29.69	PV-005339551815 29.690
PV-005339556475	31.078	PV-005339556475 31.078
PV-005339562715	29.109	PV-005339562715 29.109
PV-005339569733	29.126	PV-005339569733 29.126
PV-005339599422	31.397	PV-005339599422 31.397
PV-005339612234	30.799	PV-005339612234 30.799
PV-005339612235	30.275	PV-005339612235 30.275
PV-005339622375	30.761	PV-005339622375 30.761
PV-005339631972	28.987	PV-005339631972 28.987
PV-005339641034	29.036	PV-005339641034 29.036
PV-005339673123	26.575	PV-005339673123 26.575
PV-005339677878	29.027	PV-005339677878 29.027
PV-005339678301	30.581	PV-005339678301 30.581
PV-005339692497	27.089	PV-005339692497 27.089
PV-005339700863	27.207	PV-005339700863 27.207
PV-005339706939	27.296	PV-005339706939 27.296
PV-005339718125	30.094	PV-005339718125 30.094
PV-005339718126	30.694	PV-005339718126 30.694
PV-005339718127	30.339	PV-005339718127 30.339
PV-005339718164	25.736	PV-005339718164 25.736
PV-005339731362	25.541	PV-005339731362 25.541
PV-005339731363	29.919	PV-005339731363 29.919
PV-005339731364	26.801	PV-005339731364 26.801
PV-005339743186	29.666	PV-005339743186 29.666
PV-005339749690	29.753	PV-005339749690 29.753
PV-005339749691	27.364	PV-005339749691 27.364
PV-005339749692	28.018	PV-005339749692 28.018
PV-005339755452	26.857	PV-005339755452 26.857
PV-005339755453	27.828	PV-005339755453 27.828
PV-005339755454	30.361	PV-005339755454 30.361
PV-005339763408	26.754	PV-005339763408 26.754
PV-005339763409	25.632	PV-005339763409 25.632
PV-005339768851	30.128	PV-005339768851 30.128
PV-005339858631	29.652	PV-005339858631 29.652
PV-005339875781	28.53	PV-005339875781 28.530
PV-005339878328	31.975	PV-005339878328 31.975
PV-005339878468	26.18	PV-005339878468 26.180
PV-005339895747	31.309	PV-005339895747 31.309
PV-005339924804	29.201	PV-005339924804 29.201
PV-005339924805	26.951	PV-005339924805 26.951
PV-005339924806	29.637	PV-005339924806 29.637
PV-005339927392	27.156	PV-005339927392 27.156
PV-005339929819	29.585	PV-005339929819 29.585
PV-005339945832	29.267	PV-005339945832 29.267
PV-005339946156	32.149	PV-005339946156 32.149
PV-005339969950	29.834	PV-005339969950 29.834
PV-005339969951	29.902	PV-005339969951 29.902
PV-005339969952	26.091	PV-005339969952 26.091
PV-005339981539	30.164	PV-005339981539 30.164
PV-005339981540	26.086	PV-005339981540 26.086
PV-005339987983	27.532	PV-005339987983 27.532
PV-005339987984	29.181	PV-005339987984 29.181
PV-005339987985	29.788	PV-005339987985 29.788
PV-005339990043	27.006	PV-005339990043 27.006
PV-005340013322	27.97	PV-005340013322 27.970
PV-005340013323	27.77	PV-005340013323 27.770
PV-005340017724	29.071	PV-005340017724 29.071
PV-005340020768	29.581	PV-005340020768 29.581
PV-005340020769	31.617	PV-005340020769 31.617
PV-005340045018	27.821	PV-005340045018 27.821
PV-005340082096	31.153	PV-005340082096 31.153
PV-005340099029	27.374	PV-005340099029 27.374
PV-005340166717	30.391	PV-005340166717 30.391
PV-005340166718	29.517	PV-005340166718 29.517
PV-005340181002	30.507	PV-005340181002 30.507
PV-005340185952	30.117	PV-005340185952 30.117
PV-005340186266	26.601	PV-005340186266 26.601
PV-005340188638	26.291	PV-005340188638 26.291
PV-005340193134	25.516	PV-005340193134 25.516
PV-005340199370	30.912	PV-005340199370 30.912
PV-005340199371	30.497	PV-005340199371 30.497
PV-005340199372	27.685	PV-005340199372 27.685
PV-005340213023	28.779	PV-005340213023 28.779
PV-005340219948	31.15	PV-005340219948 31.150
PV-005340239834	30.949	PV-005340239834 30.949
PV-005340242655	28.496	PV-005340242655 28.496
PV-005340242656	27.936	PV-005340242656 27.936
PV-005340242657	29.644	PV-005340242657 29.644
PV-005340252376	26.008	PV-005340252376 26.008
PV-005340252377	31.488	PV-005340252377 31.488
PV-005340266377	26.488	PV-005340266377 26.488
PV-005340266378	27.632	PV-005340266378 27.632
PV-005340266379	30.933	PV-005340266379 30.933
PV-005340286136	26.625	PV-005340286136 26.625
PV-005340290430	29.314	PV-005340290430 29.314
PV-005340296016	30.078	PV-005340296016 30.078
PV-005340297410	29.474	PV-005340297410 29.474
PV-005340316173	27.926	PV-005340316173 27.926
PV-005340340799	29.634	PV-005340340799 29.634
PV-005340360431	29.164	PV-005340360431 29.164
PV-005340360432	26.906	PV-005340360432 26.906
PV-005340360433	30.523	PV-005340360433 30.523
PV-005340364299	29.521	PV-005340364299 29.521
PV-005340382997	29.97	PV-005340382997 29.970
PV-005340384026	31.36	PV-005340384026 31.360
PV-005340406314	28.123	PV-005340406314 28.123
PV-005340411719	30.412	PV-005340411719 30.412
PV-005340419472	30.951	PV-005340419472 30.951
PV-005340423741	29.182	PV-005340423741 29.182
PV-005340435720	28.572	PV-005340435720 28.572
PV-005340463948	30.786	PV-005340463948 30.786
PV-005340463949	31.8	PV-005340463949 31.800
PV-005340465470	27.57	PV-005340465470 27.570
PV-005340484527	31.221	PV-005340484527 31.221
PV-005340486036	28.618	PV-005340486036 28.618
PV-005340505470	29.965	PV-005340505470 29.965
PV-005340554771	30.045	PV-005340554771 30.045
PV-005340574934	25.796	PV-005340574934 25.796
PV-005340593168	30.008	PV-005340593168 30.008
PV-005340593169	31.522	PV-005340593169 31.522
PV-005340626826	29.747	PV-005340626826 29.747
PV-005340639183	25.544	PV-005340639183 25.544
PV-005340647318	29.698	PV-005340647318 29.698
PV-005340689549	29.387	PV-005340689549 29.387
PV-005340689550	30.165	PV-005340689550 30.165
PV-005340690746	28.209	PV-005340690746 28.209
PV-005340692206	29.21	PV-005340692206 29.210
PV-005340707105	30.326	PV-005340707105 30.326
PV-005340707106	30.482	PV-005340707106 30.482
PV-005340707107	31.757	PV-005340707107 31.757
PV-005340713551	31.866	PV-005340713551 31.866
PV-005340746316	29.391	PV-005340746316 29.391
PV-005340749407	31.746	PV-005340749407 31.746
PV-005340753133	28.672	PV-005340753133 28.672
PV-005340761846	26.734	PV-005340761846 26.734
PV-005340826809	26.194	PV-005340826809 26.194
PV-005340843025	29.645	PV-005340843025 29.645
PV-005340867676	29.38	PV-005340867676 29.380
PV-005340898162	30.663	PV-005340898162 30.663
PV-005340904122	25.769	PV-005340904122 25.769
PV-005340910581	29.582	PV-005340910581 29.582
PV-005340928222	30.661	PV-005340928222 30.661
PV-005340942902	31.541	PV-005340942902 31.541
PV-005340942903	28.712	PV-005340942903 28.712
PV-005340958326	30.514	PV-005340958326 30.514
PV-005340990599	29.673	PV-005340990599 29.673
PV-005341005085	29.445	PV-005341005085 29.445
PV-005341015983	29.173	PV-005341015983 29.173
PV-005341015984	28.328	PV-005341015984 28.328
PV-005341015985	29.569	PV-005341015985 29.569
PV-005341038816	31.332	PV-005341038816 31.332
PV-005341057645	30.579	PV-005341057645 30.579
PV-005341057646	30.023	PV-005341057646 30.023
PV-005341057647	31.245	PV-005341057647 31.245
PV-005341070948	30.438	PV-005341070948 30.438
PV-005341076118	26.05	PV-005341076118 26.050
PV-005341076119	30.631	PV-005341076119 30.631
PV-005341076120	28.906	PV-005341076120 28.906
PV-005341188723	31.337	PV-005341188723 31.337
PV-005341188724	30.493	PV-005341188724 30.493
PV-005341188725	26.205	PV-005341188725 26.205
PV-005341201395	32.001	PV-005341201395 32.001
PV-005341211834	26.382	PV-005341211834 26.382
PV-005341212173	30.17	PV-005341212173 30.170
PV-005341228850	27.691	PV-005341228850 27.691
PV-005341237398	29.764	PV-005341237398 29.764
PV-005341260828	26.241	PV-005341260828 26.241
PV-005341262309	29.279	PV-005341262309 29.279
PV-005341278901	26.168	PV-005341278901 26.168
PV-005341280595	28.917	PV-005341280595 28.917
PV-005341283028	30.778	PV-005341283028 30.778
PV-005341313962	29.872	PV-005341313962 29.872
PV-005341313963	29.068	PV-005341313963 29.068
PV-005341334187	29.104	PV-005341334187 29.104
PV-005341356532	28.733	PV-005341356532 28.733
PV-005341385504	26.381	PV-005341385504 26.381
PV-005341397804	28.297	PV-005341397804 28.297
PV-005341398760	25.581	PV-005341398760 25.581
PV-005341418607	30.627	PV-005341418607 30.627
PV-005341431588	29.261	PV-005341431588 29.261
PV-005341434752	29.208	PV-005341434752 29.208
PV-005341436120	31.228	PV-005341436120 31.228
PV-005341448384	29.589	PV-005341448384 29.589
PV-005341487926	31.958	PV-005341487926 31.958
PV-005341487927	27.078	PV-005341487927 27.078
PV-005341487928	26.026	PV-005341487928 26.026
PV-005341493005	29.14	PV-005341493005 29.140
PV-005341493148	27.817	PV-005341493148 27.817
PV-005341515647	25.814	PV-005341515647 25.814
PV-005341572574	29.364	PV-005341572574 29.364
PV-005341577568	27.758	PV-005341577568 27.758
PV-005341581883	29.839	PV-005341581883 29.839
PV-005341581884	27.086	PV-005341581884 27.086
PV-005341603152	26.089	PV-005341603152 26.089
PV-005341610838	30.515	PV-005341610838 30.515
PV-005341621247	27.685	PV-005341621247 27.685
PV-005341641871	31.412	PV-005341641871 31.412
PV-005341657017	26.488	PV-005341657017 26.488
PV-005341668920	30.005	PV-005341668920 30.005
PV-005341672438	29.965	PV-005341672438 29.965
PV-005341675906	29.101	PV-005341675906 29.101
PV-005341677168	25.313	PV-005341677168 25.313
PV-005341718657	30.802	PV-005341718657 30.802
PV-005341740394	30.942	PV-005341740394 30.942
PV-005341740395	27.483	PV-005341740395 27.483
PV-005341740396	29.509	PV-005341740396 29.509
PV-005341741419	25.881	PV-005341741419 25.881
PV-005341749874	31.528	PV-005341749874 31.528
PV-005341765692	29.597	PV-005341765692 29.597
PV-005341772157	27.246	PV-005341772157 27.246
PV-005341775746	30.179	PV-005341775746 30.179
PV-005341775748	29.359	PV-005341775748 29.359
PV-005341781297	29.58	PV-005341781297 29.580
PV-005341788904	29.054	PV-005341788904 29.054
PV-005341790420	29.686	PV-005341790420 29.686
PV-005341805141	29.799	PV-005341805141 29.799
PV-005341805142	31.313	PV-005341805142 31.313
PV-005341805143	26.478	PV-005341805143 26.478
PV-005341807290	31.582	PV-005341807290 31.582
PV-005341818743	28.715	PV-005341818743 28.715
PV-005341831106	26.221	PV-005341831106 26.221
PV-005341865175	30.356	PV-005341865175 30.356
PV-005341910560	30.214	PV-005341910560 30.214
PV-005341914680	25.536	PV-005341914680 25.536
PV-005341914681	28.271	PV-005341914681 28.271
PV-005341942520	28.882	PV-005341942520 28.882
PV-005341956314	30.317	PV-005341956314 30.317
PV-005341959113	29.54	PV-005341959113 29.540
PV-005341972856	28.232	PV-005341972856 28.232
PV-005341977319	29.082	PV-005341977319 29.082
PV-005341984613	25.872	PV-005341984613 25.872
PV-005341985364	28.989	PV-005341985364 28.989
PV-005341985365	30.246	PV-005341985365 30.246
PV-005342032643	31.66	PV-005342032643 31.660
PV-005342032644	25.914	PV-005342032644 25.914
PV-005342032645	29.847	PV-005342032645 29.847
PV-005342045060	29.727	PV-005342045060 29.727
PV-005342061707	31.664	PV-005342061707 31.664
PV-005342065517	27.462	PV-005342065517 27.462
PV-005342080787	25.88	PV-005342080787 25.880
PV-005342100865	30.059	PV-005342100865 30.059
PV-005342122062	30.769	PV-005342122062 30.769
PV-005342122063	28.758	PV-005342122063 28.758
PV-005342127478	30.605	PV-005342127478 30.605
PV-005342127479	27.316	PV-005342127479 27.316
PV-005342127480	29.134	PV-005342127480 29.134
PV-005342131563	31.636	PV-005342131563 31.636
PV-005342140241	27.989	PV-005342140241 27.989
PV-005342143100	27.515	PV-005342143100 27.515
PV-005342144726	27.62	PV-005342144726 27.620
PV-005342172933	29.276	PV-005342172933 29.276
PV-005342172934	31.382	PV-005342172934 31.382
PV-005342172935	29.159	PV-005342172935 29.159
PV-005342199053	30.21	PV-005342199053 30.210
PV-005342213923	28.667	PV-005342213923 28.667
PV-005342226767	30.407	PV-005342226767 30.407
PV-005342229130	30.116	PV-005342229130 30.116
PV-005342272053	31.961	PV-005342272053 31.961
PV-005342274533	27.968	PV-005342274533 27.968
PV-005342285916	29.308	PV-005342285916 29.308
PV-005342300672	31.745	PV-005342300672 31.745
PV-005342300673	28.551	PV-005342300673 28.551
PV-005342300674	27.655	PV-005342300674 27.655
PV-005342309434	29.23	PV-005342309434 29.230
PV-005342367770	26.732	PV-005342367770 26.732
PV-005342379977	29.564	PV-005342379977 29.564
PV-005342379979	28.603	PV-005342379979 28.603
PV-005342385927	30.771	PV-005342385927 30.771
PV-005342386730	31.277	PV-005342386730 31.277
